latitude,longitude,elevation (ft),velocity (mph),distance (miles),date,time,elapsed_time (seconds)
30.271035,-97.791365,419.94752,48.997468463759674,18.654116436697514,2015-02-11,15:01:52,2388.0
30.271035,-97.79164,413.38584,59.075758836430374,18.670526369707634,2015-02-11,15:01:53,2389.0
30.27105,-97.79188166666667,410.105,52.04895562022655,18.684984412935474,2015-02-11,15:01:54,2390.0
30.271075,-97.792135,416.66668,54.775407607956765,18.700199803937686,2015-02-11,15:01:55,2391.0
30.27109,-97.79238,423.22836,52.76318681478955,18.71485624471957,2015-02-11,15:01:56,2392.0
30.27118,-97.79259166666667,419.94752,50.682340437638224,18.728934672618912,2015-02-11,15:01:57,2393.0
30.271216666666668,-97.79284666666666,423.22836,55.53329020409926,18.744360586564497,2015-02-11,15:01:58,2394.0
30.271275,-97.79307,423.22836,50.12265029135301,18.758283544978763,2015-02-11,15:01:59,2395.0
30.271365,-97.79327,426.5092,48.44640709639629,18.771740880283318,2015-02-11,15:02:00,2396.0
30.271448333333332,-97.79345,426.5092,43.87294085359424,18.783927808298206,2015-02-11,15:02:01,2397.0
30.271575,-97.793635,429.79004,50.7155230474596,18.798015453589166,2015-02-11,15:02:02,2398.0
30.271651666666667,-97.79385333333333,426.5092,50.63083057002622,18.81207957319195,2015-02-11,15:02:03,2399.0
30.271716666666666,-97.794045,423.22836,44.23433016363144,18.824366887126292,2015-02-11,15:02:04,2400.0
30.27179,-97.794265,419.94752,50.65819923490644,18.838438609135988,2015-02-11,15:02:05,2401.0
30.27185,-97.794505,433.07088,53.67322328499472,18.853347837826263,2015-02-11,15:02:06,2402.0
30.27189,-97.79473,429.79004,49.34770457464808,18.867055533541443,2015-02-11,15:02:07,2403.0
30.27192,-97.794935,426.5092,44.665641072291535,18.879462656061524,2015-02-11,15:02:08,2404.0
30.271911666666668,-97.79520333333333,433.07088,57.680358048941656,18.895484977741784,2015-02-11,15:02:09,2405.0
30.271908333333332,-97.79544,433.07088,50.847263200901764,18.90960921751981,2015-02-11,15:02:10,2406.0
30.271885,-97.795685,433.07088,52.94971036634683,18.92431747039935,2015-02-11,15:02:11,2407.0
30.27186,-97.7959,436.35172,46.60284421597981,18.93726270490379,2015-02-11,15:02:12,2408.0
30.271866666666668,-97.796135,433.07088,50.50972262882251,18.951293183411796,2015-02-11,15:02:13,2409.0
30.271895,-97.79634833333333,433.07088,46.36679588022257,18.96417284893408,2015-02-11,15:02:14,2410.0
